generation,best_fitness,mean_fitness,mean_links,max_links,dist_to_center
0,483.135,150.658,6.9,13,9.478
1,1289.304,249.667,6.35,13,8.725
2,2699.62,486.392,5.3,10,7.473
3,1002700.62,100144.056,6.85,10,7.473
